Step,Living Noodles,Age,Health,Size,Speed,Sight,View,Rep,Loss
17550,41,3434.804878048781,149.9707390711378,9.268292682926827,3.731707317073171,93.75609756097559,106.09756097560977,28.87804878048781,35.159369974633634
17600,41,3484.804878048781,145.06017616219353,9.268292682926827,3.731707317073171,93.75609756097559,106.09756097560977,28.87804878048781,35.159369974633634
17650,41,3534.804878048781,142.84606109060553,9.268292682926827,3.731707317073171,93.75609756097559,106.09756097560977,28.87804878048781,35.159369974633634
17700,41,3584.804878048781,141.55536571733322,9.268292682926827,3.731707317073171,93.75609756097559,106.09756097560977,28.87804878048781,35.159369974633634
17750,41,3634.804878048781,141.9146150486991,9.268292682926827,3.731707317073171,93.75609756097559,106.09756097560977,28.87804878048781,35.159369974633634
17800,41,3684.804878048781,140.73514646039456,9.268292682926827,3.731707317073171,93.75609756097559,106.09756097560977,28.87804878048781,35.159369974633634
17850,41,3734.804878048781,141.60196615170508,9.268292682926827,3.731707317073171,93.75609756097559,106.09756097560977,28.87804878048781,35.159369974633634
17900,41,3784.804878048781,139.43818827752688,9.268292682926827,3.731707317073171,93.75609756097559,106.09756097560977,28.87804878048781,35.159369974633634
17950,41,3834.804878048781,137.544341861597,9.268292682926827,3.731707317073171,93.75609756097559,106.09756097560977,28.87804878048781,35.159369974633634
18000,55,2897.9636363636364,127.28764980848415,9.436363636363636,3.727272727272727,93.56363636363636,106.05454545454545,29.163636363636364,35.31488688456011
18050,54,2983.0,131.27196117762358,9.425925925925926,3.7407407407407414,92.07407407407408,106.1851851851852,29.31481481481481,35.20597455977961
18100,54,3033.0,133.24639981680608,9.425925925925926,3.7407407407407414,92.07407407407408,106.1851851851852,29.31481481481481,35.20597455977961
18150,54,3083.0,137.93848295246758,9.425925925925926,3.7407407407407414,92.07407407407408,106.1851851851852,29.31481481481481,35.20597455977961
18200,54,3133.0,137.66564488936572,9.425925925925926,3.7407407407407414,92.07407407407408,106.1851851851852,29.31481481481481,35.20597455977961
18250,54,3183.0,138.49813045854194,9.425925925925926,3.7407407407407414,92.07407407407408,106.1851851851852,29.31481481481481,35.20597455977961
18300,53,3212.792452830189,142.7525605056669,9.415094339622641,3.7547169811320753,90.24528301886794,106.50943396226415,29.47169811320755,35.092952335950805
18350,53,3262.792452830189,144.4021896271787,9.415094339622641,3.7547169811320753,90.24528301886794,106.50943396226415,29.47169811320755,35.092952335950805
18400,53,3312.792452830189,144.16319919832918,9.415094339622641,3.7547169811320753,90.24528301886794,106.50943396226415,29.47169811320755,35.092952335950805
18450,53,3362.792452830189,148.2633777350991,9.415094339622641,3.7547169811320753,90.24528301886794,106.50943396226415,29.47169811320755,35.092952335950805
18500,53,3412.792452830189,150.44351883889573,9.415094339622641,3.7547169811320753,90.24528301886794,106.50943396226415,29.47169811320755,35.092952335950805
18550,52,3403.2884615384614,147.59182453963197,9.461538461538463,3.75,90.92307692307692,106.5,29.44230769230769,35.19089372702678
18600,51,3469.921568627451,148.88150025892574,9.450980392156863,3.7647058823529416,89.8235294117647,106.84313725490196,29.607843137254907,35.15157492907227
18650,51,3519.921568627451,149.00836325742208,9.450980392156863,3.7647058823529416,89.8235294117647,106.84313725490196,29.607843137254907,35.15157492907227
18700,51,3569.921568627451,149.6955649769215,9.450980392156863,3.7647058823529416,89.8235294117647,106.84313725490196,29.607843137254907,35.15157492907227
18750,51,3619.921568627451,148.35458590971797,9.450980392156863,3.7647058823529416,89.8235294117647,106.84313725490196,29.607843137254907,35.15157492907227
18800,51,3669.921568627451,146.0079731351765,9.450980392156863,3.7647058823529416,89.8235294117647,106.84313725490196,29.607843137254907,35.15157492907227
18850,50,3777.2,150.34409291334762,9.44,3.78,88.68,107.2,29.78,35.11068337919958
18900,50,3827.2,150.00693658815032,9.44,3.78,88.68,107.2,29.78,35.11068337919958
18950,50,3877.2,149.8901602703549,9.44,3.78,88.68,107.2,29.78,35.11068337919958
19000,60,3274.116666666667,138.6920661425965,9.45,3.816666666666667,86.66666666666669,108.28333333333332,30.03333333333333,35.13811922633985
19050,60,3324.116666666667,136.2758884769443,9.45,3.816666666666667,86.66666666666669,108.28333333333332,30.03333333333333,35.13811922633985
19100,60,3374.116666666667,139.25550277377204,9.45,3.816666666666667,86.66666666666669,108.28333333333332,30.03333333333333,35.13811922633985
19150,59,3242.237288135593,140.5411045549833,9.440677966101696,3.8305084745762716,85.81355932203391,108.44067796610169,30.186440677966104,35.103237307757354
19200,59,3292.237288135593,143.06181768885241,9.440677966101696,3.8305084745762716,85.81355932203391,108.44067796610169,30.186440677966104,35.103237307757354
19250,59,3342.237288135593,141.6914833033322,9.440677966101696,3.8305084745762716,85.81355932203391,108.44067796610169,30.186440677966104,35.103237307757354
19300,57,3325.070175438597,145.8725784049061,9.43859649122807,3.842105263157895,83.57894736842105,108.49122807017544,30.33333333333333,34.9104359427189
19350,57,3375.070175438597,148.18537183350858,9.43859649122807,3.842105263157895,83.57894736842105,108.49122807017544,30.33333333333333,34.9104359427189
19400,57,3425.070175438597,146.40501288771875,9.43859649122807,3.842105263157895,83.57894736842105,108.49122807017544,30.33333333333333,34.9104359427189
19450,57,3475.070175438597,147.19009866003574,9.43859649122807,3.842105263157895,83.57894736842105,108.49122807017544,30.33333333333333,34.9104359427189
19500,57,3525.070175438597,146.74439197440242,9.43859649122807,3.842105263157895,83.57894736842105,108.49122807017544,30.33333333333333,34.9104359427189
19550,56,3593.285714285714,151.13361930247888,9.428571428571429,3.8571428571428568,81.69642857142857,108.83928571428572,30.517857142857146,34.798191005576264
19600,56,3643.285714285714,151.45210730781972,9.428571428571429,3.8571428571428568,81.69642857142857,108.83928571428572,30.517857142857146,34.798191005576264
19650,55,3730.327272727273,154.25516511302274,9.418181818181818,3.872727272727273,79.07272727272728,109.14545454545454,30.69090909090909,34.59095534344661
19700,55,3780.327272727273,153.56320443712363,9.418181818181818,3.872727272727273,79.07272727272728,109.14545454545454,30.69090909090909,34.59095534344661
19750,55,3830.327272727273,154.28127562185762,9.418181818181818,3.872727272727273,79.07272727272728,109.14545454545454,30.69090909090909,34.59095534344661
19800,55,3880.327272727273,154.00323991672218,9.418181818181818,3.872727272727273,79.07272727272728,109.14545454545454,30.69090909090909,34.59095534344661
19850,55,3930.327272727273,150.99508012088742,9.418181818181818,3.872727272727273,79.07272727272728,109.14545454545454,30.69090909090909,34.59095534344661
19900,55,3980.327272727273,150.88087826632298,9.418181818181818,3.872727272727273,79.07272727272728,109.14545454545454,30.69090909090909,34.59095534344661
19950,55,4030.327272727273,149.11174353484273,9.418181818181818,3.872727272727273,79.07272727272728,109.14545454545454,30.69090909090909,34.59095534344661
20000,71,3162.887323943662,138.0064503819213,9.450704225352114,3.9014084507042255,77.46478873239437,109.08450704225352,30.929577464788732,34.56697927478838
20050,71,3212.887323943662,137.69259899039196,9.450704225352114,3.9014084507042255,77.46478873239437,109.08450704225352,30.929577464788732,34.56697927478838
20100,69,3310.8695652173915,142.7240801362409,9.434782608695652,3.927536231884058,75.52173913043478,108.95652173913044,31.159420289855074,34.41830758934148
20150,69,3360.8695652173915,144.19652320465966,9.434782608695652,3.927536231884058,75.52173913043478,108.95652173913044,31.159420289855074,34.41830758934148
20200,69,3410.8695652173915,142.29349059342402,9.434782608695652,3.927536231884058,75.52173913043478,108.95652173913044,31.159420289855074,34.41830758934148
20250,69,3460.8695652173915,141.39285342230724,9.434782608695652,3.927536231884058,75.52173913043478,108.95652173913044,31.159420289855074,34.41830758934148
20300,68,3557.9852941176473,144.80093614224708,9.441176470588236,3.9264705882352944,75.66176470588233,108.98529411764706,31.161764705882355,34.43916505389061
20350,68,3607.9852941176473,145.34579499111518,9.441176470588236,3.9264705882352944,75.66176470588233,108.98529411764706,31.161764705882355,34.43916505389061
20400,68,3657.9852941176473,146.91344986544036,9.441176470588236,3.9264705882352944,75.66176470588233,108.98529411764706,31.161764705882355,34.43916505389061
20450,68,3707.9852941176473,148.58587626693975,9.441176470588236,3.9264705882352944,75.66176470588233,108.98529411764706,31.161764705882355,34.43916505389061
20500,67,3746.8208955223877,149.097023452191,9.432835820895525,3.9402985074626864,74.74626865671642,109.13432835820896,31.31343283582089,34.39801598868441
20550,67,3796.8208955223877,150.20686847589624,9.432835820895525,3.9402985074626864,74.74626865671642,109.13432835820896,31.31343283582089,34.39801598868441
20600,67,3846.8208955223877,151.25068808597328,9.432835820895525,3.9402985074626864,74.74626865671642,109.13432835820896,31.31343283582089,34.39801598868441
20650,67,3896.8208955223877,150.16607633006487,9.432835820895525,3.9402985074626864,74.74626865671642,109.13432835820896,31.31343283582089,34.39801598868441
20700,67,3946.8208955223877,147.50778895571858,9.432835820895525,3.9402985074626864,74.74626865671642,109.13432835820896,31.31343283582089,34.39801598868441
20750,67,3996.8208955223877,149.35159074125892,9.432835820895525,3.9402985074626864,74.74626865671642,109.13432835820896,31.31343283582089,34.39801598868441
20800,67,4046.8208955223877,150.4932876162948,9.432835820895525,3.9402985074626864,74.74626865671642,109.13432835820896,31.31343283582089,34.39801598868441
20850,67,4096.820895522388,148.64843742759726,9.432835820895525,3.9402985074626864,74.74626865671642,109.13432835820896,31.31343283582089,34.39801598868441
20900,67,4146.820895522388,148.72773199024232,9.432835820895525,3.9402985074626864,74.74626865671642,109.13432835820896,31.31343283582089,34.39801598868441
20950,67,4196.820895522388,147.46994014157448,9.432835820895525,3.9402985074626864,74.74626865671642,109.13432835820896,31.31343283582089,34.39801598868441
21000,82,3471.707317073171,132.21599874084308,9.402439024390244,3.975609756097561,74.26829268292683,109.74390243902441,31.621951219512194,34.48923163803617
21050,82,3521.707317073171,130.1624149410619,9.402439024390244,3.975609756097561,74.26829268292683,109.74390243902441,31.621951219512194,34.48923163803617
21100,82,3571.707317073171,134.44628938915264,9.402439024390244,3.975609756097561,74.26829268292683,109.74390243902441,31.621951219512194,34.48923163803617
21150,81,3590.4074074074074,136.57758830798974,9.407407407407408,3.975308641975309,74.37037037037038,109.77777777777777,31.62962962962963,34.5076172138144
21200,81,3640.407407407408,137.32682030899446,9.407407407407408,3.975308641975309,74.37037037037038,109.77777777777777,31.62962962962963,34.5076172138144
21250,81,3690.407407407408,139.72692211552464,9.407407407407408,3.975308641975309,74.37037037037038,109.77777777777777,31.62962962962963,34.5076172138144
21300,79,3814.594936708861,142.22760213657938,9.379746835443036,3.9873417721518982,73.60759493670886,109.9493670886076,31.78481012658228,34.454694201218466
21350,79,3864.594936708861,143.65158508213332,9.379746835443036,3.9873417721518982,73.60759493670886,109.9493670886076,31.78481012658228,34.454694201218466
21400,79,3914.594936708861,139.8846969183748,9.379746835443036,3.9873417721518982,73.60759493670886,109.9493670886076,31.78481012658228,34.454694201218466
21450,79,3964.594936708861,141.12061822197438,9.379746835443036,3.9873417721518982,73.60759493670886,109.9493670886076,31.78481012658228,34.454694201218466
21500,78,4046.6794871794873,144.0044645326728,9.35897435897436,3.9871794871794872,73.62820512820512,109.98717948717949,31.84615384615385,34.43488258841358
21550,77,4129.636363636364,146.37321267640058,9.363636363636363,3.9870129870129865,73.87012987012987,109.85714285714286,31.857142857142854,34.440530414237145
21600,76,4147.723684210527,147.77256778736617,9.355263157894736,4.0,71.86842105263158,110.01315789473685,32.0,34.28585117728359
21650,76,4197.723684210527,148.45279479310454,9.355263157894736,4.0,71.86842105263158,110.01315789473685,32.0,34.28585117728359
21700,76,4247.723684210527,150.40096234060462,9.355263157894736,4.0,71.86842105263158,110.01315789473685,32.0,34.28585117728359
21750,76,4297.723684210527,148.13750578524306,9.355263157894736,4.0,71.86842105263158,110.01315789473685,32.0,34.28585117728359
21800,75,4341.586666666667,153.53832633516677,9.36,4.013333333333334,71.0,110.16,32.14666666666667,34.26038049401128
21850,75,4391.586666666667,154.23262153689583,9.36,4.013333333333334,71.0,110.16,32.14666666666667,34.26038049401128
21900,75,4441.586666666667,154.3688992673788,9.36,4.013333333333334,71.0,110.16,32.14666666666667,34.26038049401128
21950,75,4491.586666666667,153.34310196111713,9.36,4.013333333333334,71.0,110.16,32.14666666666667,34.26038049401128
22000,98,3477.887755102041,137.37532468647123,9.326530612244898,4.020408163265306,69.98979591836735,109.91836734693878,32.52040816326531,34.1446389035782
22050,98,3527.887755102041,137.60743425988014,9.326530612244898,4.020408163265306,69.98979591836735,109.91836734693878,32.52040816326531,34.1446389035782
22100,98,3577.887755102041,135.3470563124409,9.326530612244898,4.020408163265306,69.98979591836735,109.91836734693878,32.52040816326531,34.1446389035782
22150,98,3627.887755102041,134.52326988216268,9.326530612244898,4.020408163265306,69.98979591836735,109.91836734693878,32.52040816326531,34.1446389035782
22200,97,3672.412371134021,134.40823154245265,9.329896907216497,4.020618556701032,70.10309278350515,109.94845360824742,32.48453608247423,34.16674858299653
22250,95,3795.294736842105,136.81048248188242,9.347368421052632,4.0210526315789465,70.11578947368422,109.6421052631579,32.27368421052632,34.14920644790172
22300,94,3808.4574468085107,136.83633779998226,9.351063829787234,4.0212765957446805,70.23404255319149,109.67021276595743,32.287234042553195,34.172070346283654
22350,93,3885.3440860215055,136.8786887772653,9.344086021505378,4.032258064516129,69.55913978494624,109.78494623655914,32.40860215053763,34.13955333470921
22400,92,3962.782608695652,135.66670245787577,9.358695652173912,4.032608695652174,69.52173913043478,109.69565217391305,32.17391304347826,34.14107021878214
22450,90,4047.3,137.2201877870316,9.366666666666667,4.044444444444443,68.97777777777777,109.72222222222223,32.177777777777784,34.13091453005833
22500,90,4097.3,137.84991927566867,9.366666666666667,4.044444444444443,68.97777777777777,109.72222222222223,32.177777777777784,34.13091453005833
22550,90,4147.3,137.0907166113064,9.366666666666667,4.044444444444443,68.97777777777777,109.72222222222223,32.177777777777784,34.13091453005833
22600,90,4197.3,137.1314634002087,9.366666666666667,4.044444444444443,68.97777777777777,109.72222222222223,32.177777777777784,34.13091453005833
22650,88,4237.988636363636,140.08748212460458,9.375,4.045454545454546,69.06818181818181,109.7840909090909,32.14772727272727,34.156617133014194
22700,88,4287.988636363636,139.57443022934578,9.375,4.045454545454546,69.06818181818181,109.7840909090909,32.14772727272727,34.156617133014194
22750,87,4379.137931034483,142.55174315981571,9.379310344827584,4.057471264367816,68.28735632183907,109.90804597701151,32.27586206896552,34.13317419864992
22800,87,4429.137931034483,143.30365611095644,9.379310344827584,4.057471264367816,68.28735632183907,109.90804597701151,32.27586206896552,34.13317419864992
22850,87,4479.137931034483,144.76497099453502,9.379310344827584,4.057471264367816,68.28735632183907,109.90804597701151,32.27586206896552,34.13317419864992
22900,87,4529.137931034483,146.2991074132839,9.379310344827584,4.057471264367816,68.28735632183907,109.90804597701151,32.27586206896552,34.13317419864992
22950,87,4579.137931034483,146.72102936276082,9.379310344827584,4.057471264367816,68.28735632183907,109.90804597701151,32.27586206896552,34.13317419864992
23000,114,3438.578947368421,132.23331463214882,9.324561403508772,4.0701754385964914,67.73684210526315,109.4561403508772,32.421052631578945,34.01319006364251
23050,113,3501.2389380530967,134.201057637361,9.327433628318584,4.079646017699115,67.31858407079646,109.54867256637169,32.52212389380531,34.011570927721586
23100,113,3551.2389380530967,138.80909683964734,9.327433628318584,4.079646017699115,67.31858407079646,109.54867256637169,32.52212389380531,34.011570927721586
23150,112,3623.044642857143,137.4094685241494,9.339285714285714,4.080357142857143,67.33035714285714,109.59821428571428,32.49107142857143,34.02953138243338
23200,111,3659.225225225225,137.68493111767606,9.342342342342342,4.081081081081081,67.44144144144144,109.62162162162164,32.5045045045045,34.047815448941805
23250,108,3740.2962962962956,142.6210055390859,9.351851851851851,4.101851851851852,66.19444444444444,109.8425925925926,32.71296296296296,34.01773342580672
23300,107,3822.841121495327,140.9804655480972,9.355140186915886,4.102803738317757,66.25233644859814,109.86915887850469,32.728971962616825,34.0272449531507
23350,107,3872.841121495327,142.5691888441234,9.355140186915886,4.102803738317757,66.25233644859814,109.86915887850469,32.728971962616825,34.0272449531507
23400,106,3955.9905660377362,142.98164322244128,9.358490566037736,4.09433962264151,66.35849056603773,109.98113207547169,32.74528301886792,34.025800661317234
23450,106,4005.9905660377362,142.26606608157684,9.358490566037736,4.09433962264151,66.35849056603773,109.98113207547169,32.74528301886792,34.025800661317234
23500,106,4055.9905660377362,137.56893813900606,9.358490566037736,4.09433962264151,66.35849056603773,109.98113207547169,32.74528301886792,34.025800661317234
23550,105,4139.790476190477,136.43710304739523,9.380952380952381,4.095238095238095,66.36190476190477,110.0095238095238,32.76190476190476,34.054617810472635
23600,105,4189.790476190477,131.74689905705463,9.380952380952381,4.095238095238095,66.36190476190477,110.0095238095238,32.76190476190476,34.054617810472635
23650,103,4202.543689320389,131.5807971245313,9.349514563106796,4.097087378640777,66.4368932038835,110.06796116504854,32.79611650485437,34.04596961261773
23700,103,4252.543689320389,133.04922683081568,9.349514563106796,4.097087378640777,66.4368932038835,110.06796116504854,32.79611650485437,34.04596961261773
23750,102,4298.0490196078445,134.48803997898298,9.352941176470589,4.098039215686274,66.50980392156863,110.09803921568628,32.823529411764696,34.06602813823164
23800,102,4348.0490196078445,134.04328236034894,9.352941176470589,4.098039215686274,66.50980392156863,110.09803921568628,32.823529411764696,34.06602813823164
23850,101,4423.178217821782,134.44297100386297,9.356435643564355,4.099009900990099,66.5841584158416,110.12871287128714,32.82178217821782,34.08648386237254
23900,100,4508.81,139.15227805851234,9.36,4.1,66.66,110.05,32.88,34.097348700996264
23950,100,4558.81,140.12207693673986,9.36,4.1,66.66,110.05,32.88,34.097348700996264
24000,126,3651.888888888889,132.63299737429347,9.404761904761905,4.126984126984127,66.5,110.54761904761904,33.03968253968254,34.252515154163646
24050,126,3701.888888888889,132.73982766761486,9.404761904761905,4.126984126984127,66.5,110.54761904761904,33.03968253968254,34.252515154163646
24100,126,3751.888888888889,130.57015709069978,9.404761904761905,4.126984126984127,66.5,110.54761904761904,33.03968253968254,34.252515154163646
24150,125,3791.032,130.86453380360186,9.408,4.128,66.50399999999999,110.57600000000001,33.032,34.262535275396964
24200,124,3741.33870967742,131.02162072365732,9.403225806451612,4.137096774193549,65.87096774193549,110.66935483870968,33.12903225806452,34.23081255646705
24250,123,3820.056910569105,131.87499028404142,9.40650406504065,4.130081300813009,65.92682926829268,110.69918699186992,33.13008130081301,34.223092822068416
24300,122,3899.245901639344,133.93086078768394,9.401639344262296,4.131147540983608,65.8688524590164,110.63934426229507,33.14754098360656,34.208528009134554
24350,120,3900.758333333333,137.403850058252,9.408333333333333,4.133333333333334,65.94166666666666,110.7,33.141666666666666,34.23700347595346
24400,117,3938.982905982906,139.5026652084987,9.401709401709402,4.136752136752137,65.91452991452991,110.87179487179488,33.11965811965812,34.26017450525141
24450,117,3988.982905982906,138.34927474383483,9.401709401709402,4.136752136752137,65.91452991452991,110.87179487179488,33.11965811965812,34.26017450525141
24500,116,4017.6982758620693,139.30302442399216,9.405172413793103,4.137931034482759,65.91379310344827,110.90517241379312,33.11206896551724,34.271038078572545
24550,115,3959.104347826087,140.55018643644578,9.408695652173913,4.139130434782609,65.91304347826087,110.9391304347826,33.13043478260869,34.28209058360361
24600,114,3933.684210526316,142.05658342019092,9.412280701754383,4.140350877192983,65.85087719298245,110.87719298245615,33.14912280701754,34.275793132582585
24650,113,4013.088495575221,141.54202975510768,9.415929203539825,4.141592920353983,65.84955752212389,110.91150442477877,33.12389380530973,34.287083337295705
24700,113,4063.088495575221,140.8493906351799,9.415929203539825,4.141592920353983,65.84955752212389,110.91150442477877,33.12389380530973,34.287083337295705
24750,113,4113.088495575221,143.3630479260351,9.415929203539825,4.141592920353983,65.84955752212389,110.91150442477877,33.12389380530973,34.287083337295705
24800,112,4184.107142857143,142.52719306268878,9.419642857142858,4.151785714285714,65.41071428571429,111.01785714285714,33.24107142857143,34.287895220461685
24850,110,4131.854545454546,142.88908010348905,9.409090909090908,4.163636363636364,64.73636363636363,111.17272727272729,33.32727272727273,34.264073747900014
24900,110,4181.854545454546,141.14813178188126,9.409090909090908,4.163636363636364,64.73636363636363,111.17272727272729,33.32727272727273,34.264073747900014
24950,110,4231.854545454546,141.2667957046585,9.409090909090908,4.163636363636364,64.73636363636363,111.17272727272729,33.32727272727273,34.264073747900014
25000,152,3094.8486842105267,127.19405744672464,9.421052631578947,4.164473684210527,64.49342105263158,111.23026315789473,33.19736842105263,34.269889753114484
25050,152,3144.8486842105267,127.30930206223331,9.421052631578947,4.164473684210527,64.49342105263158,111.23026315789473,33.19736842105263,34.269889753114484
25100,151,3202.0331125827806,129.1016413412435,9.423841059602651,4.1655629139072845,64.47019867549669,111.25827814569536,33.17880794701987,34.27829961902915
25150,150,3212.66,129.9616561262543,9.433333333333334,4.166666666666667,64.46,111.28666666666666,33.16,34.293488283156016
25200,149,3269.711409395973,129.38070713768843,9.416107382550337,4.167785234899329,64.49664429530202,111.31543624161074,33.20134228187919,34.28874659378122
